# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = logistic_model
# start_datetime = 2025-05-10 18:46:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 0
# random
#   seed = 17271
# output
#   file = /home/daniel-hartman/Documents/OPEN_projects/Bayes_LC50/runfiles/logistic-20250510144606.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=logistic.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.380237
# Diagonal elements of inverse mass matrix:
# 0.000252283, 0.412938, 1.27493e-05, 1.37146e-05, 1.33848e-05, 4.1085e-05
-1041.91,1,0.380237,2,3,0,1045.58,0.0201888,0.0145432,0.00487828,0.02317,0.0233426,0.0370982
-1042.1,0.959018,0.380237,2,3,0,1042.49,0.0217391,0.01492,0.0046138,0.0227185,0.0239876,0.0360103
-1042.47,0.938245,0.380237,3,7,0,1043.34,0.0283821,0.011714,0.00604235,0.0258539,0.0220577,0.0334042
-1042.66,0.75534,0.380237,2,3,0,1045.79,0.0186717,0.0120587,0.00444091,0.0257321,0.0249526,0.0360061
-1046.59,0.690473,0.380237,3,7,0,1047.47,0.0318277,0.064164,0.00248284,0.0230562,0.0223331,0.0355353
-1045.64,0.883948,0.380237,3,7,0,1050.57,0.0244009,0.048929,0.00480383,0.0217439,0.0245167,0.0386686
-1048.29,1,0.380237,2,3,0,1051.55,0.00971712,0.0127455,0.00559779,0.0263716,0.0197842,0.0441164
-1042.73,1,0.380237,2,3,0,1048.59,0.0218971,0.0184966,0.0036572,0.0232048,0.022115,0.0373338
-1043.87,0.882468,0.380237,2,7,0,1045.52,0.0217115,0.0154082,0.00631278,0.0276405,0.0210502,0.0315521
-1044.56,0.794074,0.380237,3,7,0,1046.72,0.0236085,0.00939413,0.00421021,0.020902,0.0251519,0.0281045
-1044.35,0.453555,0.380237,3,15,0,1048.82,0.0157039,0.0237091,0.00660472,0.0254919,0.0219303,0.0427015
-1043.05,0.971396,0.380237,3,7,0,1046.44,0.0225184,0.0121036,0.00666328,0.02295,0.0213512,0.0270161
-1048.4,0.779955,0.380237,3,7,0,1049.71,0.00431923,0.0766878,0.0056807,0.0263853,0.0242932,0.0487068
-1043.71,1,0.380237,3,7,0,1049.26,0.0402767,0.0259526,0.00552025,0.0243355,0.0234267,0.0306169
-1044.11,0.906552,0.380237,2,7,0,1045.84,0.034937,0.0209796,0.00487987,0.0215547,0.0233921,0.0373547
-1044.25,0.917641,0.380237,3,15,0,1046.73,0.0132875,0.0134801,0.00437539,0.0274956,0.0231929,0.0261463
-1045.96,0.380773,0.380237,3,7,0,1049.16,0.0312039,0.0325112,0.00383537,0.0251317,0.023699,0.0236095
-1042.08,0.961577,0.380237,2,3,0,1046.82,0.0205633,0.0192255,0.00574621,0.0252788,0.0239747,0.0323119
-1043.01,0.914559,0.380237,2,7,0,1043.56,0.0153021,0.0143168,0.00270989,0.0234011,0.0235919,0.0321222
-1043.05,0.973825,0.380237,3,7,0,1044.47,0.0312969,0.0279495,0.00522242,0.025531,0.0226449,0.035456
-1043.17,0.824598,0.380237,3,7,0,1047.67,0.0176484,0.0120519,0.00536946,0.0227621,0.0234443,0.0241156
-1044.6,0.838896,0.380237,3,7,0,1046.82,0.0250285,0.0191229,0.00577998,0.0267821,0.0256924,0.0419096
-1044.62,0.969803,0.380237,3,7,0,1047.79,0.00826834,0.0184053,0.00559702,0.024857,0.0218237,0.0240692
-1047.11,0.872812,0.380237,3,7,0,1048.7,0.0355293,0.0198294,0.00548999,0.019862,0.0232938,0.0436251
-1043.39,0.989333,0.380237,3,7,0,1048.34,0.0257585,0.012164,0.00474226,0.0258087,0.021738,0.0415342
-1043.89,0.617494,0.380237,3,7,0,1047.67,0.00843429,0.0262792,0.00480174,0.0231963,0.0238318,0.0272194
-1044.12,0.85447,0.380237,2,7,0,1046.86,0.0119626,0.0184408,0.00691634,0.0267706,0.0237813,0.0364298
-1043.22,1,0.380237,3,7,0,1044.61,0.0124336,0.0127048,0.00712516,0.025488,0.0231511,0.0312574
-1043.26,0.99513,0.380237,3,7,0,1044.5,0.0277966,0.0206802,0.00388864,0.0233519,0.0250327,0.0374547
-1042.88,0.93236,0.380237,3,7,0,1044.79,0.0143026,0.00993045,0.00375159,0.0254774,0.0232956,0.0311557
-1043.38,0.874698,0.380237,3,7,0,1045.66,0.0238816,0.0188652,0.00747535,0.023484,0.0229631,0.028872
-1042.62,0.954893,0.380237,3,7,0,1045.68,0.0233044,0.0151299,0.00302071,0.02559,0.0234575,0.0323457
-1043.19,0.961549,0.380237,2,3,0,1044.25,0.0131782,0.0124334,0.00547821,0.0214874,0.0233331,0.033164
-1044.99,0.527199,0.380237,2,7,0,1047.67,0.014044,0.0358052,0.00409677,0.0266687,0.0243508,0.028361
-1043.34,0.704053,0.380237,2,7,0,1046.62,0.0172361,0.0274947,0.00510114,0.0238665,0.0244723,0.0287153
-1044.42,0.90469,0.380237,3,7,0,1047.05,0.00737598,0.0244085,0.00594103,0.0248182,0.025524,0.0378499
-1044.72,0.999931,0.380237,3,7,0,1045.61,0.00947461,0.0335494,0.00419152,0.0237127,0.0206763,0.0381836
-1044.13,0.997392,0.380237,3,7,0,1046.15,0.00913541,0.0288798,0.00559947,0.0239281,0.025631,0.031845
-1045.34,0.774987,0.380237,2,7,0,1047.33,0.00463369,0.0184021,0.00403143,0.0243586,0.0264043,0.0302746
-1043.38,1,0.380237,3,7,0,1045.81,0.026416,0.0182613,0.00441215,0.0250541,0.0258411,0.0382561
-1042.47,0.986225,0.380237,2,7,0,1044.27,0.0297946,0.0144066,0.005657,0.0236976,0.0248289,0.0336893
-1045.65,0.540291,0.380237,2,7,0,1047.92,0.032745,0.0386772,0.00496805,0.0224148,0.020267,0.0312645
-1044.3,0.980996,0.380237,3,7,0,1046.34,0.0230627,0.0119784,0.00652844,0.0261516,0.0263481,0.0386568
-1044.99,0.702193,0.380237,2,3,0,1048.53,0.0297811,0.00904569,0.00729447,0.0250598,0.0232248,0.0416404
-1046.54,0.58871,0.380237,2,3,0,1051.46,0.023202,0.0123396,0.00960923,0.0253044,0.0210779,0.0388417
-1045.51,0.888689,0.380237,2,3,0,1051.31,0.0251939,0.0165364,0.00161475,0.0269404,0.0223054,0.03716
-1044.55,0.981381,0.380237,3,7,0,1051.77,0.0211176,0.0109745,0.00159601,0.025806,0.0229095,0.0296314
-1050.39,0.221935,0.380237,2,3,0,1055.85,-0.000812029,0.0346712,0.00963309,0.0224268,0.0262447,0.0364649
-1049.45,0.893532,0.380237,2,7,0,1057.1,0.00563478,0.103318,0.00863998,0.0227988,0.023971,0.036622
-1045.33,0.926827,0.380237,3,15,0,1051.36,0.00352661,0.0168871,0.00259775,0.02561,0.0220842,0.0306081
-1046.48,0.95415,0.380237,2,7,0,1048.99,0.00754946,0.0290109,0.0070368,0.0284032,0.0218933,0.035576
-1045.57,0.876319,0.380237,2,7,0,1050.85,0.0184478,0.0184889,0.00707783,0.0255679,0.02031,0.0436852
-1042.88,0.915778,0.380237,2,7,0,1047.25,0.0222592,0.0160357,0.00503254,0.0254746,0.0234536,0.042194
-1046.2,0.799111,0.380237,2,3,0,1047.1,0.0137499,0.0110929,0.00542604,0.0263585,0.0215728,0.0435375
-1046.61,0.999855,0.380237,3,7,0,1048.05,0.0423317,0.0410962,0.00383936,0.0229342,0.0249751,0.0258939
-1049.4,0.71544,0.380237,2,3,0,1051.86,0.0440872,0.03226,0.00625322,0.0295683,0.0206329,0.028014
-1049.18,0.988814,0.380237,2,7,0,1053.81,0.0514489,0.0599868,0.00404327,0.0298874,0.0231548,0.035112
-1043.44,0.982607,0.380237,3,7,0,1050.71,0.0353576,0.0263628,0.00632208,0.0245421,0.0221169,0.0342717
-1045.69,0.875293,0.380237,2,3,0,1046.46,0.0295451,0.0489706,0.00408597,0.0213331,0.0230725,0.0331651
-1044.82,0.97889,0.380237,3,7,0,1047.05,0.0226645,0.0290252,0.00612269,0.0277394,0.0216717,0.0360534
-1044.24,0.990333,0.380237,3,7,0,1046.51,0.0210489,0.0137525,0.00406732,0.0208999,0.0243089,0.0388884
-1045.25,0.98475,0.380237,3,7,0,1047.32,0.0260657,0.0094058,0.0069905,0.0256097,0.0228623,0.0446713
-1045.04,0.77952,0.380237,2,7,0,1049.02,0.024991,0.0227503,0.00243382,0.0268611,0.0213995,0.0361904
-1046.02,0.660374,0.380237,3,7,0,1053.56,0.0470959,0.0445203,0.00324344,0.025723,0.0215777,0.0306274
-1043.86,0.941799,0.380237,4,15,0,1048.88,0.028368,0.0267018,0.00639823,0.02402,0.025569,0.0327448
-1043.19,0.961555,0.380237,2,7,0,1045.66,0.0155672,0.0131417,0.00359357,0.0239499,0.0256333,0.0325735
-1043.57,0.756541,0.380237,2,7,0,1046.15,0.0247637,0.0205029,0.00385686,0.0242621,0.0260937,0.033296
-1044.31,0.922261,0.380237,2,3,0,1045.63,0.0355078,0.0177557,0.00596236,0.0243116,0.0207211,0.0302014
-1045.21,0.701759,0.380237,2,3,0,1047.92,0.0144868,0.00959372,0.00892023,0.0253212,0.0219874,0.0291691
-1045.21,0.824066,0.380237,3,7,0,1051.88,0.0321051,0.040303,0.00503745,0.0221671,0.0208925,0.0334632
-1043.2,0.865046,0.380237,3,7,0,1045.67,0.0201339,0.00602361,0.00583065,0.0259193,0.0232265,0.0298942
-1041.63,0.350114,0.380237,2,3,0,1045.06,0.0210093,0.0113476,0.00630374,0.0254339,0.0233844,0.0302517
-1042.18,0.8635,0.380237,2,3,0,1042.86,0.0219955,0.00858492,0.00512715,0.0248903,0.0211018,0.0302729
-1042.18,0.190685,0.380237,2,3,0,1046.94,0.0219955,0.00858492,0.00512715,0.0248903,0.0211018,0.0302729
-1043.42,0.567503,0.380237,3,7,0,1045.03,0.0156132,0.0138278,0.00668352,0.0258875,0.0254744,0.031113
-1043.14,0.87165,0.380237,3,7,0,1047.03,0.0255819,0.0230912,0.00313624,0.0240332,0.0236885,0.0313599
-1044.2,0.287454,0.380237,3,7,0,1049.43,0.0196435,0.0116195,0.00301986,0.0246818,0.0265487,0.0329632
-1041.95,0.958316,0.380237,2,7,0,1045.37,0.0263,0.0107179,0.00540843,0.0250476,0.0224498,0.029765
-1042.41,0.931026,0.380237,2,3,0,1043.04,0.0142648,0.0131815,0.00521856,0.0238241,0.0237188,0.0267324
-1043.44,0.846095,0.380237,3,7,0,1044.32,0.0260508,0.0156844,0.00264857,0.0236097,0.0225228,0.0292962
-1042.56,0.951807,0.380237,3,7,0,1045.47,0.0287239,0.0171264,0.00546462,0.0225409,0.0224495,0.0322183
-1044.73,0.841352,0.380237,3,7,0,1045.33,0.0304728,0.0114414,0.00338107,0.0271832,0.0244545,0.0302821
-1049.41,0.63696,0.380237,3,7,0,1050.89,5.7185e-05,0.0201073,0.00758429,0.0216737,0.0200546,0.0237355
-1043.55,0.941857,0.380237,3,7,0,1051.22,0.0218999,0.0195063,0.00435748,0.0255288,0.0260793,0.0305826
-1042.52,0.921453,0.380237,2,7,0,1046.07,0.0178001,0.0115884,0.00584347,0.0219185,0.0233634,0.0351916
-1043.43,0.950476,0.380237,3,7,0,1044.09,0.021696,0.0169569,0.00500615,0.0213865,0.0243048,0.0287813
-1043.21,1,0.380237,3,7,0,1044.35,0.0177046,0.0149705,0.00578131,0.0273381,0.0220276,0.03566
-1043.29,0.928606,0.380237,3,7,0,1045.68,0.0245649,0.0170433,0.0063779,0.0221223,0.0217928,0.0291872
-1042.41,0.839586,0.380237,3,7,0,1046.58,0.0198198,0.0102082,0.0052874,0.0239285,0.0247118,0.0370698
-1041.71,0.843687,0.380237,2,3,0,1044.67,0.0225933,0.0145027,0.00534367,0.0236605,0.0245381,0.033216
-1043.85,0.588131,0.380237,2,3,0,1047.22,0.0255265,0.0150255,0.00433516,0.0221175,0.0202915,0.0349182
-1043,0.877561,0.380237,2,3,0,1045.91,0.022266,0.00994726,0.00578826,0.0223083,0.0216902,0.0377649
-1044.25,0.646792,0.380237,3,7,0,1045.82,0.0209439,0.0300511,0.00491564,0.0270241,0.025,0.0334958
-1044.19,0.964161,0.380237,3,7,0,1045.77,0.0209417,0.00752537,0.00514749,0.0223953,0.0204586,0.0354849
-1047,0.299366,0.380237,3,7,0,1049.55,0.0354889,0.0792073,0.00482463,0.0263269,0.0252798,0.0390099
-1046.44,0.891141,0.380237,3,7,0,1050.12,0.0455285,0.0305253,0.0043323,0.0216304,0.0233312,0.0449813
-1046.28,0.966531,0.380237,3,7,0,1048.22,0.0477711,0.0254635,0.00428772,0.0231217,0.0212826,0.04341
-1045.64,0.982739,0.380237,3,7,0,1047.87,0.0331262,0.0483524,0.00524076,0.0238276,0.0254492,0.0417282
-1045.56,0.993289,0.380237,3,7,0,1047.57,0.0446139,0.0253344,0.0047096,0.0226126,0.0236132,0.027359
-1047.34,0.995825,0.380237,4,15,0,1049.16,0.053547,0.0444342,0.00368545,0.0226544,0.0235684,0.0475855
-1046.81,0.986681,0.380237,3,7,0,1049.14,0.0601339,0.0354569,0.00644721,0.0268673,0.0240105,0.0374497
-1046.29,0.907307,0.380237,3,7,0,1050.28,-0.00122506,0.0152882,0.00540387,0.0220355,0.0223286,0.0319526
-1043.32,1,0.380237,2,3,0,1047.14,0.0178596,0.0227764,0.00536218,0.0221988,0.0248629,0.0345288
-1043.32,0.923187,0.380237,2,3,0,1046.5,0.0273606,0.0180755,0.00348955,0.0243406,0.0255933,0.0334788
-1043.98,0.954596,0.380237,3,7,0,1045.52,0.00756643,0.0182204,0.00680739,0.0249079,0.0214432,0.0298927
-1045.95,0.934207,0.380237,2,3,0,1046.77,0.00385898,0.021957,0.00678387,0.0254902,0.0197325,0.0315432
-1043.85,0.489582,0.380237,3,7,0,1048.94,0.0189464,0.0109503,0.00542281,0.0205194,0.0236625,0.027292
-1043.85,0.0580619,0.380237,2,3,0,1054.5,0.0189464,0.0109503,0.00542281,0.0205194,0.0236625,0.027292
-1045.33,0.804598,0.380237,3,7,0,1046.51,0.0315877,0.0299115,0.00406133,0.0279263,0.022355,0.0398404
-1045.08,0.797763,0.380237,3,7,0,1049.89,0.0199623,0.00901647,0.00706758,0.0212463,0.0201528,0.0350004
-1045.15,0.994964,0.380237,3,7,0,1046.07,0.0205747,0.0105151,0.00682681,0.0217023,0.0195109,0.0356572
-1049.57,0.524599,0.380237,3,7,0,1053.86,0.0389343,0.0444624,0.00668641,0.0303656,0.0240589,0.0393454
-1046.94,0.999512,0.380237,3,7,0,1052.82,0.0640392,0.0400098,0.00448366,0.0254329,0.0207271,0.0353658
-1046.85,0.946126,0.380237,3,15,0,1050.03,0.0493184,0.0469338,0.00423187,0.0223603,0.0242155,0.0262508
-1047.52,0.900169,0.380237,3,15,0,1050.37,0.0566416,0.051819,0.00259666,0.0235266,0.0253152,0.0300721
-1047.78,0.922504,0.380237,3,7,0,1049.83,0.0579794,0.0439143,0.00840462,0.0257354,0.0243499,0.0353911
-1047.6,0.913904,0.380237,3,15,0,1050.71,0.0580823,0.0436494,0.00680761,0.0237661,0.0203545,0.0412467
-1046.7,0.998851,0.380237,3,7,0,1048.01,0.0453395,0.0474372,0.0031079,0.02505,0.0260789,0.03168
-1045.97,0.949278,0.380237,4,15,0,1050.04,-0.000712939,0.0284669,0.00225836,0.025073,0.0213202,0.034252
-1044.32,1,0.380237,3,7,0,1047.33,0.0299124,0.00948145,0.00473176,0.0251267,0.0259232,0.0303115
-1042.56,0.868554,0.380237,2,3,0,1046.21,0.0204143,0.0153137,0.00713303,0.0245496,0.0219422,0.0299039
-1041.4,0.806117,0.380237,3,7,0,1043.58,0.0232708,0.0102873,0.00589796,0.0248128,0.0226435,0.0312893
-1045.49,0.574476,0.380237,2,3,0,1045.75,0.0161226,0.0117916,0.00110917,0.0233635,0.0244483,0.0310168
-1045.45,0.975028,0.380237,2,7,0,1048.75,0.0259704,0.00914784,0.00189549,0.0240649,0.0249469,0.0351449
-1045.45,0.185402,0.380237,2,3,0,1049.4,0.0259704,0.00914784,0.00189549,0.0240649,0.0249469,0.0351449
-1045.16,0.958174,0.380237,2,7,0,1046.74,0.014565,0.0128721,0.00880351,0.0237245,0.0214668,0.027682
-1044.62,0.676721,0.380237,3,7,0,1048.7,0.0328974,0.00920092,0.0050186,0.0246544,0.0241822,0.0353795
-1047.89,0.290651,0.380237,2,3,0,1051.4,0.0300552,0.00792297,0.00419228,0.025436,0.0279408,0.0344409
-1044.58,1,0.380237,2,3,0,1049.33,0.0263483,0.0174566,0.00733341,0.022534,0.0202531,0.0338653
-1047.97,0.758326,0.380237,2,7,0,1050.96,0.0220609,0.0147244,0.00190769,0.0227939,0.0270744,0.0245212
-1044.78,0.950035,0.380237,3,7,0,1050.52,0.0206817,0.0131299,0.00780849,0.0233751,0.0201951,0.0384486
-1044.32,0.950503,0.380237,3,7,0,1046.53,0.0252014,0.0200521,0.00304224,0.0253123,0.0261961,0.0340059
-1047.59,0.705629,0.380237,2,7,0,1050.34,0.0180828,0.0257441,0.000417857,0.023522,0.0250131,0.0321708
-1043.97,1,0.380237,3,7,0,1048.95,0.0199544,0.0139127,0.00697993,0.0269901,0.0206396,0.0337358
-1042.23,1,0.380237,2,3,0,1044.48,0.0291571,0.0122466,0.00525052,0.0232798,0.0227897,0.0336841
-1048.6,0.350366,0.380237,3,7,0,1054.25,0.0226025,0.0210875,0.00370918,0.0196817,0.0189893,0.0345415
-1046.92,1,0.380237,3,7,0,1049.87,0.00938246,0.0165076,0.00614537,0.0268341,0.0273441,0.0359421
-1045.35,0.97118,0.380237,3,7,0,1050.96,0.0280561,0.0212914,0.00411778,0.0239709,0.0203915,0.0459917
-1044.59,0.554565,0.380237,3,15,0,1046.02,0.0124871,0.00865032,0.00422712,0.0236563,0.02053,0.0248587
-1044.59,0.131243,0.380237,3,7,0,1047.13,0.0124871,0.00865032,0.00422712,0.0236563,0.02053,0.0248587
-1043.07,0.5313,0.380237,2,7,0,1046.9,0.0240945,0.0220122,0.00385508,0.0234457,0.0221545,0.0289366
-1045.13,0.865399,0.380237,3,7,0,1046.22,0.0124516,0.0176423,0.0076504,0.0268344,0.0240593,0.0383612
-1043.42,1,0.380237,2,7,0,1046.53,0.0240565,0.0137846,0.00588532,0.0248157,0.0212447,0.0423281
-1044.99,0.915077,0.380237,2,3,0,1045.39,0.0318829,0.0121624,0.00663084,0.0251089,0.0213072,0.0434305
-1045.19,0.623365,0.380237,2,3,0,1051.61,0.0317012,0.014922,0.00529844,0.0236644,0.0266308,0.0429242
-1042.77,0.973641,0.380237,2,7,0,1047.69,0.0268605,0.0173092,0.00489561,0.0226398,0.0249334,0.0316011
-1042.93,0.970735,0.380237,2,7,0,1044.23,0.0120128,0.0202554,0.00534019,0.0247423,0.0237716,0.0276971
-1042.61,0.92949,0.380237,2,7,0,1044.28,0.0259285,0.0175389,0.00511965,0.0253762,0.0217781,0.0287684
-1044.45,0.90572,0.380237,2,3,0,1045.04,0.0326636,0.0209451,0.00448492,0.0263492,0.0211087,0.0282568
-1043.22,0.523308,0.380237,2,3,0,1048,0.0215261,0.00958725,0.00626825,0.0221151,0.0204904,0.0311394
-1042.17,0.965418,0.380237,2,3,0,1044.12,0.0204854,0.0108645,0.0074111,0.0234987,0.0229391,0.0308035
-1045,0.764855,0.380237,3,7,0,1046.08,0.0222485,0.0123526,0.00640325,0.0227674,0.0275346,0.0291297
-1044.6,0.881905,0.380237,3,7,0,1048.97,0.0206974,0.0105065,0.00418935,0.0261934,0.0194589,0.0357931
-1043.25,0.998632,0.380237,3,7,0,1046.79,0.0187971,0.011623,0.00281319,0.0224707,0.0226116,0.0282107
-1043.22,0.881014,0.380237,2,3,0,1045.64,0.0146495,0.0132652,0.00329867,0.0220454,0.0222266,0.0326322
-1042.17,0.968008,0.380237,2,7,0,1045.14,0.0153867,0.015013,0.00406448,0.024513,0.0236033,0.0355444
-1042.14,0.866372,0.380237,3,7,0,1045.1,0.0152843,0.00944228,0.00595089,0.0242868,0.0234379,0.0315392
-1042.76,0.86789,0.380237,2,3,0,1044.26,0.0218548,0.00826578,0.00484168,0.0238592,0.0254702,0.0336691
-1043.22,0.886964,0.380237,3,7,0,1044.29,0.0197205,0.0081401,0.00677658,0.0249497,0.0252434,0.0342005
-1043.22,6.95815e-05,0.380237,2,3,0,1051.37,0.0197205,0.0081401,0.00677658,0.0249497,0.0252434,0.0342005
-1045.93,0.891315,0.380237,2,7,0,1047.81,0.0212106,0.0163391,0.00205421,0.0205774,0.0244329,0.0316849
-1044.16,0.928727,0.380237,2,7,0,1048.26,0.01298,0.012077,0.00268428,0.0237023,0.0251958,0.0314755
-1043.87,0.372875,0.380237,3,7,0,1049.14,0.0251245,0.0114046,0.00510708,0.0233819,0.0199201,0.0278199
-1042.08,0.9512,0.380237,2,7,0,1045.57,0.017073,0.00901287,0.0063494,0.0233465,0.0230842,0.0275638
-1042.72,0.802609,0.380237,2,7,0,1044.87,0.0264362,0.0140254,0.00340609,0.0247373,0.0247243,0.0353132
-1043.43,0.919033,0.380237,3,7,0,1047.45,0.014085,0.0119283,0.00329646,0.0260347,0.0223816,0.0346028
-1043.91,1,0.380237,3,7,0,1045.01,0.0282462,0.0243218,0.00736227,0.0239185,0.0235819,0.0397303
-1043.91,0.919398,0.380237,3,7,0,1045.76,0.0139075,0.01568,0.00221288,0.025016,0.0225877,0.0353773
-1043.6,0.699862,0.380237,2,7,0,1047.22,0.0211305,0.0247995,0.00325482,0.0239181,0.0216918,0.0380585
-1043.52,0.988892,0.380237,3,7,0,1045.61,0.0181569,0.0101698,0.00678842,0.0251456,0.0249998,0.0374537
-1043.75,1,0.380237,3,7,0,1044.81,0.0115778,0.0153035,0.00465926,0.022315,0.0215575,0.0263313
-1042.77,0.993101,0.380237,3,7,0,1044.62,0.0194182,0.0155757,0.00559296,0.0220578,0.0241809,0.0284939
-1042.53,0.985492,0.380237,3,7,0,1044.04,0.0173385,0.0158898,0.00477335,0.0266355,0.0219993,0.0325705
-1047.44,0.577221,0.380237,3,7,0,1050.45,0.0366382,0.0199577,0.00209607,0.0242385,0.0266153,0.0423636
-1046.99,0.736756,0.380237,3,15,0,1050,0.0344553,0.0413022,0.00755092,0.0253191,0.0198473,0.0328407
-1046.16,0.938362,0.380237,2,7,0,1049.67,0.0393747,0.0646432,0.00679956,0.0259101,0.0226021,0.0378358
-1049.76,0.772289,0.380237,3,7,0,1051.66,0.0614184,0.0335491,0.00397013,0.0211563,0.0266982,0.0395363
-1047.54,0.947306,0.380237,4,15,0,1053.33,-0.0210861,0.0312911,0.0041514,0.0256695,0.0244287,0.0289396
-1047.01,1,0.380237,3,7,0,1048.89,-0.0022561,0.100844,0.00550261,0.0239753,0.0236065,0.0416025
-1049.13,0.853246,0.380237,3,7,0,1052.43,-0.0109675,0.0181545,0.0048554,0.0269235,0.0221753,0.029378
-1048.58,0.861138,0.380237,3,7,0,1051.72,-0.0185691,0.0235505,0.00535516,0.0259713,0.0218799,0.030692
-1044.65,0.942165,0.380237,2,3,0,1049.96,-0.000585883,0.0342448,0.00496394,0.0240813,0.0249128,0.0299697
-1044.38,0.847834,0.380237,3,7,0,1048.26,0.0267442,0.0277168,0.00296173,0.0220562,0.0226146,0.0338221
-1042.98,0.9871,0.380237,3,7,0,1044.96,0.0227681,0.00654144,0.00500306,0.0249785,0.0245478,0.0298563
-1042.69,0.440939,0.380237,2,3,0,1045.9,0.0270536,0.0099526,0.00627628,0.0259026,0.0222231,0.0295345
-1043.14,0.9539,0.380237,3,15,0,1045.9,0.0266206,0.0177855,0.00722488,0.0247029,0.0218184,0.0372068
-1043.1,0.820486,0.380237,2,3,0,1046.26,0.0335608,0.0144552,0.00433965,0.0255474,0.0237212,0.0355879
-1045.16,0.936558,0.380237,3,7,0,1046.3,0.0135284,0.0404098,0.00774558,0.0245639,0.0236761,0.0332723
-1049.91,0.834293,0.380237,4,15,0,1052.09,-0.0225368,0.112885,0.00880432,0.0244375,0.0241982,0.0361857
-1044.41,0.463274,0.380237,4,15,0,1052.4,0.0204808,0.0118955,0.00194728,0.0242697,0.0219486,0.026605
-1043.91,0.921886,0.380237,3,7,0,1048.2,0.0278599,0.0101884,0.00729885,0.0250702,0.0207683,0.0354739
-1042.8,0.734473,0.380237,2,3,0,1047.19,0.0234714,0.0151984,0.00711167,0.0226872,0.0235057,0.0366341
-1043.26,0.974424,0.380237,3,7,0,1044.37,0.0205328,0.0130273,0.00292973,0.0249007,0.022139,0.0386229
-1041.67,1,0.380237,2,7,0,1044.06,0.0239885,0.0124092,0.006365,0.0248857,0.0228295,0.0304247
-1043.82,0.79695,0.380237,3,7,0,1045.46,0.0139609,0.0113714,0.00432268,0.0212806,0.0220592,0.0266966
-1045.06,0.936813,0.380237,3,7,0,1046.35,0.0227972,0.0141601,0.00686948,0.027895,0.0245164,0.0415223
-1044.65,0.918025,0.380237,2,7,0,1049.82,0.0195217,0.0180223,0.00512094,0.0245427,0.0256009,0.0454928
-1044.42,0.908269,0.380237,3,7,0,1047.16,0.0250578,0.0130867,0.00519095,0.0217299,0.0206237,0.0403397
-1044.33,0.846861,0.380237,2,7,0,1047.54,0.0328569,0.0224195,0.00667721,0.0226756,0.0209786,0.0360385
-1045.06,0.916898,0.380237,3,7,0,1047.87,0.00086873,0.0341051,0.00648829,0.0253124,0.0239264,0.0280744
-1047.43,0.565698,0.380237,3,7,0,1055.36,0.0232382,0.0424246,0.00666781,0.0244601,0.0200287,0.0465766
-1047.26,0.976305,0.380237,3,15,0,1050.26,0.0584074,0.0384573,0.00301309,0.0243963,0.0249754,0.0427581
-1044.33,0.995037,0.380237,3,7,0,1048.49,0.0137743,0.0220013,0.00456935,0.0256596,0.0258053,0.0275255
-1044.84,0.948714,0.380237,3,7,0,1047.47,0.0228805,0.0193214,0.00373369,0.0240195,0.0208591,0.0454264
-1042.29,0.90711,0.380237,3,7,0,1046.43,0.0270943,0.0136674,0.0056694,0.0245148,0.0252662,0.0333005
-1043.61,0.887836,0.380237,3,7,0,1044.84,0.0213328,0.014132,0.00641517,0.0264619,0.0203293,0.0349149
-1045.42,0.889334,0.380237,2,7,0,1047.65,0.0300471,0.0100614,0.00377443,0.0261795,0.0255082,0.040535
-1043.07,1,0.380237,2,3,0,1046.58,0.0288047,0.0145147,0.00641696,0.0252252,0.0246002,0.0398513
-1042.59,0.906058,0.380237,3,7,0,1044.86,0.0243566,0.0158554,0.00589031,0.0230711,0.0225102,0.0398802
-1043.91,0.89131,0.380237,2,7,0,1045.84,0.0162249,0.0197157,0.00505336,0.0244961,0.0247711,0.0247546
-1043.59,0.944965,0.380237,3,7,0,1045.9,0.0189917,0.02651,0.00465955,0.0249334,0.0232271,0.0427958
