# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = logistic_model
# start_datetime = 2025-05-10 18:46:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 0
# random
#   seed = 17271
# output
#   file = /home/daniel-hartman/Documents/OPEN_projects/Bayes_LC50/runfiles/logistic-20250510144606.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=logistic.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.380237
# Diagonal elements of inverse mass matrix:
# 0.000252283, 0.412938, 1.27493e-05, 1.37146e-05, 1.33848e-05, 4.1085e-05
-1042.84,0.991882,0.380237,3,7,0,1043.67,0.0223254,0.0191552,0.00344135,0.0242108,0.0237127,0.0389674
-1044.01,0.650368,0.380237,3,7,0,1046.91,0.0329082,0.0120876,0.00506446,0.0242393,0.0225123,0.0417461
-1044.59,0.933135,0.380237,2,7,0,1048.61,0.0140153,0.0230662,0.00547858,0.0226243,0.0221235,0.0245212
-1048.66,0.693141,0.380237,2,3,0,1050.36,0.0232381,0.0286309,0.00685564,0.0235968,0.0194399,0.0223481
-1045.81,0.927833,0.380237,3,7,0,1053.67,0.0140481,0.0208048,0.00483147,0.0210007,0.0200291,0.0280206
-1042.26,1,0.380237,2,3,0,1046.05,0.027608,0.0148137,0.00481651,0.024521,0.0233464,0.0283899
-1043.66,0.958354,0.380237,3,7,0,1044.14,0.01383,0.0165118,0.00490605,0.0258633,0.0248845,0.0395481
-1046.17,0.674278,0.380237,2,7,0,1048.67,0.0227992,0.0139036,0.000546824,0.0232309,0.0226351,0.034047
-1042.59,0.916529,0.380237,3,7,0,1050.85,0.0253239,0.0153215,0.00571672,0.022924,0.0226793,0.0398865
-1041.56,0.989272,0.380237,2,7,0,1043.16,0.0227892,0.010356,0.00508739,0.0239558,0.0224715,0.0350062
-1044.3,0.747045,0.380237,3,7,0,1045.28,0.0241694,0.0103835,0.00472836,0.0266809,0.0250442,0.0412462
-1045.63,0.137096,0.380237,2,3,0,1051.82,0.0144641,0.0191049,0.00655401,0.0285229,0.0248316,0.0371577
-1046.91,0.767272,0.380237,3,7,0,1051.06,0.0157993,0.0201047,0.00212281,0.0211649,0.0201472,0.0365963
-1046.37,1,0.380237,3,7,0,1049.41,0.0134832,0.0199657,0.00697575,0.0276578,0.0261409,0.0278833
-1047.2,0.934033,0.380237,2,3,0,1052.21,0.0247105,0.0101895,0.00441543,0.0189819,0.0221524,0.0270098
-1048.4,0.285714,0.380237,3,7,0,1052.25,0.0211407,0.00610923,0.00644018,0.0182749,0.0231513,0.0288677
-1048.45,0.983316,0.380237,3,7,0,1053.75,0.0138067,0.0228497,0.00482882,0.0309252,0.0228331,0.0278489
-1046.05,0.971445,0.380237,3,7,0,1052.71,-0.00858258,0.0576641,0.00549276,0.0236976,0.0213559,0.0393142
-1046.47,1,0.380237,3,7,0,1047.11,-0.0136431,0.0629226,0.00599319,0.0230692,0.0221728,0.0402155
-1046.4,0.817614,0.380237,3,7,0,1050.21,0.0203705,0.0500542,0.00436879,0.025638,0.0245153,0.0250367
-1046.06,0.959845,0.380237,4,15,0,1049.85,0.015798,0.0248235,0.00693342,0.0222481,0.0200912,0.0413308
-1045.78,0.853936,0.380237,3,7,0,1050.55,0.0314398,0.0107635,0.00727715,0.0216206,0.0234024,0.0273095
-1044.99,0.697575,0.380237,3,7,0,1047.2,0.00593193,0.02701,0.00262313,0.0261506,0.0235943,0.0303384
-1044.56,0.933656,0.380237,3,7,0,1046.9,0.00111796,0.0272141,0.00549084,0.0259163,0.0247377,0.0309858
-1046.15,0.915087,0.380237,3,7,0,1048.14,0.0117459,0.0428005,0.0050673,0.0249918,0.0203335,0.0433442
-1048.57,0.745944,0.380237,3,7,0,1051.55,0.0129253,0.0151604,0.00559659,0.0240291,0.0286405,0.042578
-1045.84,0.975347,0.380237,2,7,0,1050.05,0.0389249,0.0224354,0.0051811,0.0260893,0.0198746,0.0299275
-1046.27,0.924191,0.380237,3,7,0,1049.26,0.00196661,0.024697,0.00418147,0.020931,0.0254407,0.0348647
-1044.18,0.973998,0.380237,2,7,0,1050.08,0.013507,0.0268266,0.00371742,0.0225155,0.023952,0.0400306
-1042.37,0.97266,0.380237,3,7,0,1045.03,0.0157985,0.011665,0.00576375,0.0257898,0.02448,0.0307428
-1043.8,0.914501,0.380237,3,7,0,1044.52,0.0259958,0.0269606,0.00387254,0.0227632,0.0216219,0.0379234
-1042.41,0.927616,0.380237,3,7,0,1046.41,0.0243182,0.0161358,0.00586625,0.0236673,0.0243442,0.0389961
-1042.09,0.973545,0.380237,3,7,0,1043.31,0.0268438,0.0134781,0.00602865,0.0234611,0.0242294,0.0308095
-1042.32,0.800647,0.380237,3,7,0,1044.51,0.0185948,0.0195477,0.00576603,0.0259886,0.0231319,0.0342033
-1042.24,0.915208,0.380237,3,7,0,1044.52,0.0215359,0.00992437,0.00469039,0.02494,0.0226207,0.0376038
-1042.24,0.696535,0.380237,2,7,0,1044.4,0.0215359,0.00992437,0.00469039,0.02494,0.0226207,0.0376038
-1042.15,0.701299,0.380237,2,3,0,1044.36,0.0159059,0.0156391,0.0061802,0.0232824,0.0222738,0.0338607
-1043.39,0.758819,0.380237,2,3,0,1045.31,0.02006,0.0175092,0.00269495,0.0263151,0.0230431,0.0341215
-1041.96,1,0.380237,2,3,0,1043.71,0.0202135,0.0151822,0.00466499,0.0260632,0.0223859,0.0335276
-1042.97,0.917638,0.380237,3,7,0,1043.92,0.0244835,0.0196846,0.00642868,0.0233752,0.0252063,0.0331753
-1043.2,0.97999,0.380237,3,7,0,1044.92,0.0272464,0.0102426,0.00479249,0.0250491,0.0208166,0.035633
-1044.1,0.964577,0.380237,2,3,0,1044.96,0.0214361,0.00960985,0.00644152,0.0250355,0.0196828,0.036471
-1042.48,0.845828,0.380237,3,7,0,1046.98,0.0249109,0.0219852,0.00464647,0.0256412,0.0239991,0.0354194
-1042.26,0.929603,0.380237,3,7,0,1044.09,0.0164419,0.010148,0.00652636,0.0226002,0.0227108,0.029566
-1043.62,0.525084,0.380237,3,7,0,1046.7,0.0255108,0.0151387,0.00550172,0.0257505,0.0254661,0.0264486
-1042.07,1,0.380237,2,7,0,1043.72,0.0161053,0.0124159,0.00474718,0.0241121,0.0215431,0.0343216
-1042.24,0.777458,0.380237,2,3,0,1045.39,0.0165879,0.0157757,0.00467644,0.0240909,0.0250144,0.0316185
-1042.74,0.753191,0.380237,2,3,0,1045.56,0.0203469,0.0167793,0.00347744,0.0239669,0.0213612,0.0303122
-1044.4,0.784949,0.380237,2,3,0,1046,0.0247103,0.0147526,0.00324682,0.0211911,0.0215499,0.0300292
-1044.31,0.97685,0.380237,3,7,0,1046.86,0.0251762,0.0164162,0.00539408,0.0278317,0.025861,0.0325916
-1043.67,0.970999,0.380237,3,7,0,1046.16,0.0211401,0.0142092,0.00465114,0.0234471,0.0207727,0.0251847
-1043.86,0.953649,0.380237,3,15,0,1046.79,0.00750868,0.0319213,0.00448284,0.0254911,0.0244083,0.0355306
-1043.67,0.953457,0.380237,2,7,0,1046.11,0.0304836,0.0309505,0.00360379,0.0244722,0.0228929,0.0383488
-1043.66,0.864761,0.380237,2,7,0,1045.35,0.00870994,0.014777,0.00685508,0.023837,0.0219664,0.0334179
-1042.9,1,0.380237,2,3,0,1044.41,0.0308363,0.0112985,0.00610036,0.0247436,0.0226658,0.0305165
-1047.23,0.163809,0.380237,4,15,0,1049.89,0.0335999,0.00814804,0.00408207,0.0255135,0.0220668,0.032624
-1042.49,0.63837,0.380237,3,7,0,1046.92,0.0289725,0.0111947,0.00573031,0.0229089,0.0230039,0.0325643
-1043.19,0.79899,0.380237,3,7,0,1045.36,0.020574,0.0122011,0.00517534,0.0231317,0.025114,0.0401125
-1043.84,0.918077,0.380237,2,7,0,1045.71,0.0289086,0.00991854,0.00653537,0.0254725,0.0259853,0.0344431
-1043.42,0.996258,0.380237,2,7,0,1046.15,0.016996,0.00787788,0.00421542,0.0248315,0.0253446,0.0283318
-1043.42,0.0791138,0.380237,3,7,0,1046.22,0.016996,0.00787788,0.00421542,0.0248315,0.0253446,0.0283318
-1041.65,0.99902,0.380237,2,3,0,1043.65,0.0250886,0.011181,0.00543984,0.0255572,0.02347,0.0311017
-1043.12,0.879821,0.380237,3,7,0,1044,0.0171784,0.0207057,0.00509078,0.0230652,0.0228944,0.0412626
-1043.12,0.662457,0.380237,2,3,0,1047.88,0.0171784,0.0207057,0.00509078,0.0230652,0.0228944,0.0412626
-1043.3,0.912492,0.380237,3,7,0,1044.96,0.0210358,0.0332181,0.00560319,0.0237822,0.0237114,0.0370908
-1043.26,0.814839,0.380237,3,15,0,1046.45,0.0168207,0.0136997,0.00471995,0.0258438,0.0201389,0.0314543
-1045.24,0.605834,0.380237,2,3,0,1048.36,0.0201645,0.0077421,0.00696831,0.022447,0.0226668,0.0211868
-1047.57,0.870386,0.380237,2,3,0,1048.5,0.017731,0.00793107,0.00879714,0.0209704,0.0217067,0.0223268
-1044.5,0.991393,0.380237,3,15,0,1049.63,0.0234116,0.019629,0.00344363,0.0266437,0.0222384,0.0433088
-1045.73,0.871381,0.380237,2,7,0,1048.48,0.00748902,0.0222712,0.00691838,0.0267077,0.0204268,0.0365337
-1044.73,0.955438,0.380237,3,7,0,1047.92,0.02299,0.0123495,0.00885185,0.0222164,0.0243104,0.0308394
-1042.49,1,0.380237,2,3,0,1045.4,0.0201264,0.0132805,0.00641158,0.0227167,0.024429,0.0285263
-1045.5,0.779945,0.380237,3,7,0,1046.69,0.0226902,0.0172724,0.00317363,0.0280242,0.0205158,0.036654
-1044.62,1,0.380237,3,7,0,1047.4,0.0337672,0.0181542,0.00722279,0.0243732,0.0258561,0.0307358
-1044.51,0.832271,0.380237,3,7,0,1047.44,0.00399832,0.0201288,0.00473201,0.0242701,0.0204157,0.0345686
-1042.91,0.752708,0.380237,2,3,0,1048.33,0.0189319,0.0201642,0.00461312,0.0217663,0.023487,0.033132
-1044.58,0.924375,0.380237,3,7,0,1045.34,0.0318888,0.0178388,0.00412005,0.0278659,0.0217747,0.0373587
-1044.58,0.00584209,0.380237,2,3,0,1052.38,0.0318888,0.0178388,0.00412005,0.0278659,0.0217747,0.0373587
-1041.84,1,0.380237,2,3,0,1044.87,0.0197961,0.0116091,0.00503543,0.0249286,0.0244688,0.0352605
-1042.53,0.898351,0.380237,2,7,0,1043.78,0.0210607,0.0208017,0.00466927,0.0261011,0.0221042,0.0336411
-1044.39,0.799495,0.380237,3,7,0,1047.1,0.0248073,0.015139,0.0063362,0.0271212,0.0239265,0.0435848
-1042.93,0.709952,0.380237,3,7,0,1048.55,0.0237872,0.0121602,0.0063284,0.0216472,0.0240303,0.0358523
-1043.63,0.84425,0.380237,3,7,0,1046.04,0.0218795,0.0108703,0.00581779,0.0267171,0.022394,0.0243978
-1042.6,0.957415,0.380237,3,7,0,1044.48,0.0139467,0.0144136,0.00537721,0.0259218,0.0227849,0.0278649
-1043.58,0.873705,0.380237,3,7,0,1044.81,0.0171955,0.0127747,0.00428374,0.0220291,0.0217106,0.0391548
-1043.69,0.880245,0.380237,3,7,0,1048.72,0.0203011,0.0228235,0.00371825,0.0227113,0.0251167,0.030099
-1043.05,0.975529,0.380237,2,7,0,1045.8,0.0243876,0.0162508,0.00618381,0.0264639,0.0246723,0.038001
-1042.35,0.968105,0.380237,3,7,0,1043.86,0.0156977,0.0115295,0.00530919,0.0223667,0.0216798,0.0301582
-1045.63,0.696556,0.380237,2,3,0,1046.79,0.0201467,0.0171911,0.00683133,0.0207167,0.0258594,0.0289041
-1043.03,0.992463,0.380237,3,7,0,1047.58,0.0207306,0.0148664,0.00509901,0.0253486,0.0255957,0.0384983
-1042.35,0.986933,0.380237,2,7,0,1044.69,0.0175558,0.00778047,0.00555315,0.0236011,0.0218537,0.0263024
-1043.76,0.661283,0.380237,3,7,0,1044.91,0.0256433,0.0190581,0.00661561,0.0273639,0.0241447,0.0367304
-1049.35,0.671297,0.380237,2,7,0,1052.21,0.0166818,0.0556656,0.00664304,0.0298426,0.0213047,0.033842
-1047.41,0.960495,0.380237,3,15,0,1052.34,0.000157323,0.0501223,0.00497507,0.0267141,0.0268831,0.0328913
-1049.96,0.91564,0.380237,3,15,0,1053.38,-0.0333851,0.0641262,0.00385432,0.0219733,0.0195693,0.0403525
-1047.94,0.991233,0.380237,3,15,0,1051.71,-0.0170087,0.043785,0.00668646,0.0273038,0.0251983,0.0305983
-1043.33,0.89157,0.380237,2,7,0,1050.72,0.0119281,0.0286821,0.00481181,0.0231856,0.0236664,0.0298572
-1043.93,0.851614,0.380237,3,7,0,1046.8,0.0353295,0.0153988,0.00545299,0.0228576,0.0214649,0.035083
-1044.31,0.873593,0.380237,3,7,0,1047.14,0.0404593,0.0268329,0.00450726,0.0258309,0.0235085,0.0291888
-1045.83,0.692959,0.380237,2,7,0,1049.9,0.0250414,0.0213109,0.00645223,0.0216752,0.0271269,0.034368
-1048.34,0.921989,0.380237,3,7,0,1052.15,-0.00643413,0.0304329,0.00346352,0.0269188,0.0216839,0.0464632
-1043.1,0.9249,0.380237,3,7,0,1051.31,0.0347865,0.0217509,0.00555088,0.0255558,0.0242815,0.034997
-1046.81,0.59256,0.380237,2,3,0,1050.31,0.0317242,0.0140108,0.00183815,0.0277787,0.0240496,0.0388109
-1046.81,0.0209583,0.380237,2,3,0,1051.86,0.0317242,0.0140108,0.00183815,0.0277787,0.0240496,0.0388109
-1044.03,1,0.380237,2,3,0,1048.14,0.0127307,0.0173619,0.00572209,0.0234181,0.0211428,0.0412615
-1043.29,0.76519,0.380237,3,7,0,1048.93,0.0158636,0.0107194,0.00349211,0.0216414,0.022516,0.0289626
-1042.29,1,0.380237,3,7,0,1043.85,0.0228278,0.00803096,0.00685256,0.0233985,0.0228156,0.0279606
-1045,0.3971,0.380237,3,7,0,1048.71,0.021506,0.0290084,0.00193869,0.0254123,0.0235313,0.0370884
-1044.38,0.891057,0.380237,3,7,0,1050.78,0.0239632,0.0097188,0.00779854,0.024729,0.0228182,0.0238276
-1043.85,0.771728,0.380237,3,7,0,1045.52,0.0191512,0.0328231,0.0059251,0.0257034,0.0225217,0.0393315
-1041.95,0.987081,0.380237,3,7,0,1044.67,0.0187659,0.0113211,0.00442263,0.0227264,0.0235884,0.0287245
-1042.87,0.656675,0.380237,3,7,0,1046.31,0.029596,0.0153396,0.00696343,0.0231696,0.0239567,0.0349847
-1042.78,0.931602,0.380237,3,7,0,1044.9,0.0163137,0.0189149,0.00529544,0.0248036,0.0220052,0.0271595
-1043.19,0.984697,0.380237,3,7,0,1043.77,0.0197148,0.017992,0.00502087,0.0261786,0.0224413,0.0262866
-1042.79,0.898856,0.380237,3,7,0,1045.03,0.0189265,0.0134635,0.0052471,0.0250518,0.022475,0.0411091
-1043.67,0.892346,0.380237,3,7,0,1044.45,0.0196227,0.0142696,0.00350653,0.023561,0.0212827,0.0408638
-1042.54,0.930507,0.380237,2,7,0,1046.87,0.0278525,0.0105427,0.00415758,0.0241974,0.023269,0.0361664
-1043,0.930711,0.380237,3,7,0,1045.05,0.0233555,0.0122318,0.00747069,0.0260189,0.0220886,0.0358479
-1043.09,0.879939,0.380237,3,7,0,1046.49,0.0174135,0.0139775,0.00549661,0.022482,0.0237567,0.0253533
-1044.67,0.690615,0.380237,2,7,0,1047.98,0.0294285,0.0139171,0.00657709,0.028425,0.021824,0.0334108
-1046.09,0.833052,0.380237,3,7,0,1049.29,0.0299626,0.014207,0.00599332,0.0255708,0.0280766,0.0296722
-1046.47,0.828785,0.380237,3,7,0,1052.59,0.0301567,0.0244804,0.00642973,0.0273434,0.0198139,0.0284386
-1048.19,0.937883,0.380237,2,3,0,1048.75,0.0309231,0.0284156,0.00569489,0.0272278,0.0187423,0.0271013
-1046.17,1,0.380237,3,11,0,1049.53,0.0413779,0.0398589,0.00522029,0.0232908,0.0268262,0.0333025
-1045.88,0.996253,0.380237,2,7,0,1047.17,0.0440507,0.0507075,0.00472521,0.0234164,0.0259608,0.0346977
-1047.34,0.920937,0.380237,3,7,0,1050.51,0.0508045,0.0327657,0.00557352,0.0261406,0.0206009,0.0266369
-1044.62,1,0.380237,2,3,0,1047.44,0.0413511,0.0317567,0.00529195,0.0236562,0.0231605,0.0276395
-1043.17,0.934913,0.380237,3,7,0,1046.91,0.013638,0.0240347,0.00572195,0.0230782,0.0245205,0.030653
-1044.61,0.876145,0.380237,3,7,0,1046.6,0.0126309,0.0108803,0.00491336,0.024388,0.019951,0.0363839
-1042.93,0.997943,0.380237,3,7,0,1046.31,0.0115837,0.0162875,0.00427706,0.0246434,0.024857,0.0300357
-1042.26,0.986042,0.380237,3,7,0,1043.57,0.0262911,0.0218365,0.00528271,0.0245146,0.0221771,0.032971
-1042.34,0.829727,0.380237,2,7,0,1043.98,0.023458,0.0167851,0.00665144,0.0246328,0.022098,0.0303383
-1044.09,0.860698,0.380237,2,3,0,1044.44,0.0208396,0.0166961,0.00817488,0.0258549,0.0217794,0.030554
-1045.44,0.950029,0.380237,3,7,0,1047.72,0.0031526,0.0218476,0.00222622,0.0227728,0.022013,0.0324078
-1044.14,0.35559,0.380237,3,7,0,1050.51,0.00804549,0.0136346,0.00597248,0.0239191,0.0205666,0.0315556
-1046.3,0.829101,0.380237,2,3,0,1048.15,0.00938708,0.0158806,0.00294344,0.0242721,0.0188548,0.0314605
-1042.98,0.848049,0.380237,3,7,0,1047.74,0.0229099,0.00960326,0.00816548,0.0241277,0.0221215,0.0307739
-1042.71,0.938905,0.380237,2,7,0,1044.55,0.0276148,0.0133499,0.00742445,0.0238506,0.0230684,0.0312438
-1045.7,0.558834,0.380237,3,7,0,1051.38,0.015967,0.017455,0.00495883,0.0257983,0.0244133,0.0213536
-1041.52,0.946462,0.380237,3,7,0,1047.98,0.0175477,0.00993061,0.0058591,0.0242145,0.0232601,0.0313761
-1041.52,0.016801,0.380237,2,3,0,1049.24,0.0175477,0.00993061,0.0058591,0.0242145,0.0232601,0.0313761
-1041.52,0.288947,0.380237,2,3,0,1044.61,0.0175477,0.00993061,0.0058591,0.0242145,0.0232601,0.0313761
-1042.4,0.850809,0.380237,2,5,0,1043.14,0.0192105,0.0142872,0.00303006,0.0250901,0.0233394,0.0324629
-1041.92,0.834369,0.380237,2,7,0,1045.5,0.0219192,0.0134218,0.00633508,0.0243777,0.0237385,0.0284333
-1044.1,0.876578,0.380237,3,7,0,1045.05,0.0159911,0.0246806,0.00396834,0.0235078,0.0215137,0.0264677
-1044.05,0.999549,0.380237,2,3,0,1044.51,0.0149457,0.0220672,0.00406647,0.0232051,0.0217906,0.0256562
-1044.67,0.504939,0.380237,3,7,0,1047.47,0.0276162,0.00921868,0.00760548,0.0245254,0.0211553,0.0267946
-1042.81,0.438867,0.380237,3,7,0,1048.23,0.0250033,0.0073789,0.00544159,0.0227955,0.0229125,0.0318829
-1043.91,0.929279,0.380237,2,3,0,1044.2,0.0159714,0.00655334,0.0062324,0.0223331,0.0226348,0.0315218
-1043.91,0.00157234,0.380237,2,3,0,1048.63,0.0159714,0.00655334,0.0062324,0.0223331,0.0226348,0.0315218
-1043.91,0.00950907,0.380237,2,3,0,1047.9,0.0159714,0.00655334,0.0062324,0.0223331,0.0226348,0.0315218
-1043.31,0.287747,0.380237,3,7,0,1046.02,0.0229753,0.0168376,0.00573083,0.0224561,0.0204584,0.0329407
-1042.3,0.916658,0.380237,3,7,0,1045.33,0.023702,0.0144292,0.00463731,0.0231968,0.0211299,0.0322374
-1043.02,0.91535,0.380237,3,7,0,1044.41,0.0219676,0.0124444,0.00629607,0.0269019,0.0235057,0.0383213
-1043.54,0.889336,0.380237,3,7,0,1045.06,0.0115028,0.0179312,0.00409353,0.022115,0.0231098,0.027653
-1044.08,0.836865,0.380237,3,7,0,1045.81,0.0320566,0.00968391,0.00627415,0.0262546,0.0233488,0.0329379
-1043.08,0.96372,0.380237,3,7,0,1047.58,0.0314927,0.0143553,0.00603522,0.0229462,0.0247145,0.0354908
-1043.45,0.725861,0.380237,2,3,0,1045.84,0.0107074,0.0122889,0.00457049,0.025975,0.0242131,0.0316727
-1043.21,0.789455,0.380237,2,3,0,1045.86,0.031989,0.0166085,0.00499373,0.0251289,0.0214211,0.0299283
-1043.02,0.735551,0.380237,3,7,0,1046.36,0.0127844,0.0126173,0.00419353,0.0234716,0.0249705,0.0329278
-1043.32,0.863156,0.380237,3,7,0,1047.16,0.0303224,0.0241928,0.00417674,0.0244842,0.0243644,0.0399139
-1042.05,0.996818,0.380237,3,7,0,1043.94,0.0256759,0.0141666,0.00612065,0.0245703,0.0216013,0.0321861
-1043.59,0.837121,0.380237,3,7,0,1045.1,0.0172276,0.00975575,0.0051316,0.0232917,0.0195631,0.0317746
-1043.97,0.863096,0.380237,3,7,0,1046.65,0.0297409,0.024032,0.00381771,0.0235111,0.0255437,0.0380719
-1045.22,0.743578,0.380237,2,3,0,1048.54,0.0319633,0.0293206,0.00399278,0.0274967,0.0248074,0.0394345
-1045.3,0.977546,0.380237,3,7,0,1047.09,0.0199131,0.0101018,0.00528462,0.0205089,0.0219812,0.0404499
-1043.7,0.701882,0.380237,3,7,0,1048.09,0.0302119,0.0212124,0.00462849,0.0269568,0.0228827,0.0400881
-1043.11,0.694973,0.380237,2,7,0,1046.19,0.014781,0.00776916,0.0062136,0.0227936,0.0220709,0.026765
-1044.99,0.789875,0.380237,2,3,0,1046.05,0.0252181,0.00836973,0.00650497,0.0248498,0.0204911,0.0243179
-1044.38,0.830828,0.380237,3,7,0,1048.52,0.0224039,0.00804483,0.00910673,0.0243562,0.0235209,0.0274624
-1043.33,0.888185,0.380237,2,7,0,1046.44,0.0222499,0.00966955,0.00283385,0.0260425,0.0234559,0.0341405
-1045.68,0.562159,0.380237,3,7,0,1046.58,0.0290606,0.0250743,0.00750804,0.0223935,0.0225181,0.0258288
-1045.19,0.926512,0.380237,2,7,0,1048.2,0.0209052,0.0255478,0.00166784,0.0260718,0.0227784,0.033062
-1041.83,0.990521,0.380237,3,7,0,1045.79,0.0227954,0.013695,0.00488279,0.0258654,0.0237377,0.0301134
-1042.7,0.810973,0.380237,3,7,0,1045.13,0.0226099,0.0113793,0.0044543,0.026855,0.0235602,0.0367336
-1044.93,0.306798,0.380237,3,7,0,1048.72,0.0488429,0.042263,0.00437995,0.0260268,0.023313,0.0354171
-1042.67,0.872593,0.380237,3,7,0,1047.52,0.0257029,0.014934,0.00490603,0.0245865,0.0232242,0.0419977
-1042.87,0.919842,0.380237,3,7,0,1043.65,0.0238396,0.0117527,0.00364804,0.0234945,0.0226018,0.0265238
-1046.65,0.545527,0.380237,2,3,0,1048.97,0.0172393,0.00917615,0.000540224,0.0232396,0.022802,0.030739
-1044.17,0.89447,0.380237,2,3,0,1049.81,0.0221437,0.0124039,0.00373354,0.0240669,0.0261669,0.0258347
-1044.79,0.778598,0.380237,3,7,0,1049.6,0.0371873,0.0192813,0.00406449,0.0268264,0.0254243,0.0354672
-1049.23,0.720889,0.380237,3,7,0,1051.36,0.0121565,0.0485037,0.00300947,0.0212306,0.027464,0.035455
-1046.88,1,0.380237,3,7,0,1053.33,0.0125535,0.0416524,0.00527987,0.0210318,0.0254094,0.0415715
-1044.7,0.841069,0.380237,3,7,0,1049.48,0.0180202,0.0342848,0.00430839,0.0234719,0.0260628,0.0317873
-1044.34,0.554933,0.380237,2,7,0,1048.5,0.0160991,0.0117896,0.00430905,0.0271735,0.0259503,0.0299424
-1046.71,0.689474,0.380237,3,7,0,1051.2,0.0272149,0.0699068,0.0059116,0.022062,0.0211622,0.0325422
-1046.77,0.64947,0.380237,3,15,0,1051.21,0.0368172,0.0305049,0.00544943,0.0260697,0.0262358,0.0470666
-1045.05,0.994277,0.380237,3,7,0,1048.5,-0.00379491,0.0260692,0.00503136,0.0247034,0.0249231,0.0294772
-1043.07,0.800697,0.380237,2,7,0,1048.47,0.020196,0.0204457,0.00557129,0.0226551,0.0249446,0.0298084
-1043.64,0.870021,0.380237,3,7,0,1046.47,0.0116814,0.0342834,0.0046399,0.0229759,0.0226131,0.0358101
-1042.02,0.992377,0.380237,3,7,0,1044.27,0.0246426,0.0153465,0.00452897,0.0257736,0.022952,0.0302045
-1041.64,0.973635,0.380237,2,7,0,1043.47,0.0239338,0.0152842,0.00513527,0.0253498,0.022809,0.0346948
-1042.22,0.77281,0.380237,2,7,0,1044.57,0.0221646,0.0107166,0.00697825,0.0242165,0.0244984,0.0289572
-1044.7,0.411123,0.380237,2,7,0,1046.62,0.0146061,0.0354487,0.00396269,0.0247645,0.0213377,0.0411645
-1043.75,0.870247,0.380237,3,7,0,1047.93,0.00472323,0.0258936,0.00570036,0.0241803,0.0247356,0.0330578
-1043.9,0.920664,0.380237,3,7,0,1045.46,0.0151031,0.0188114,0.00404325,0.0245201,0.0199033,0.0305153
-1046.48,0.830134,0.380237,3,7,0,1047.92,0.011996,0.0139828,0.0079525,0.0244475,0.0267194,0.0365926
-1044.95,0.811174,0.380237,3,7,0,1053.21,0.0162459,0.0124227,0.00385902,0.0248241,0.0206587,0.02275
-1043.37,0.996003,0.380237,3,7,0,1045.9,0.0256787,0.0134327,0.00591378,0.0237884,0.0257946,0.0397884
-1043.5,0.858644,0.380237,3,7,0,1045.67,0.0286908,0.0211135,0.00737959,0.0247226,0.0232185,0.0298136
-1043.98,0.903016,0.380237,3,7,0,1046.69,0.0286249,0.0158459,0.00654543,0.0224809,0.0254067,0.0286724
-1042.19,1,0.380237,2,3,0,1044.3,0.022575,0.0165971,0.00603536,0.0239748,0.0223133,0.0286536
-1044.26,0.769768,0.380237,2,3,0,1045.23,0.01835,0.0193304,0.00768151,0.0225495,0.0237225,0.0277703
-1045.09,0.989987,0.380237,3,7,0,1046.97,0.0332072,0.0201801,0.00562736,0.0259209,0.0219246,0.0475288
-1042.91,0.998613,0.380237,3,7,0,1045.64,0.0233351,0.0156292,0.00540828,0.0259673,0.022882,0.0416378
-1044.1,0.761867,0.380237,2,7,0,1046.9,0.0185789,0.0225741,0.00649702,0.0252896,0.0255083,0.0397491
-1043.84,0.961343,0.380237,2,3,0,1045.46,0.0267811,0.0294143,0.00573356,0.0238818,0.0252977,0.0384406
-1044.83,0.9911,0.380237,3,7,0,1045.86,0.0317022,0.0407201,0.00386345,0.0248483,0.0211872,0.0384364
-1044.27,0.980424,0.380237,3,7,0,1046.65,0.0274297,0.0127924,0.00603583,0.0241967,0.0254603,0.0439733
-1042.32,1,0.380237,2,3,0,1044.57,0.022154,0.0114121,0.00447674,0.02406,0.0229857,0.039298
-1042.12,0.970547,0.380237,3,7,0,1042.97,0.018685,0.0178007,0.00448327,0.0252134,0.0232931,0.0369094
